,Team,M,W,L,T,N/R,PT
0,1EnglandENG,3,3,0,0,0,12
1,2New ZealandNZ,3,2,1,0,0,8
2,3IndiaINDIA,3,1,2,0,0,4
3,4East and Central AfricaE&CA,3,0,3,0,0,0
4,Team,M,W,L,T,N/R,PT
5,1West IndiesWI,3,3,0,0,0,12
6,2AustraliaAUS,3,2,1,0,0,8
7,3PakistanPAK,3,1,2,0,0,4
8,4Sri LankaSL,3,0,3,0,0,0
